,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
1300,1300,12/10/2018,3776751,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
1301,1301,12/10/2018,3776747,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1302,1302,12/10/2018,3776738,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
1303,1303,12/10/2018,3776738,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
1304,1304,12/10/2018,3776739,444802,1,444802,A0307104,A03,7,"[45.5, 12.0]",A0307,"(50, 220)"
1305,1305,12/10/2018,3776730,370784,1,370784,A1014504,A10,14,"[20.75, 16.5]",A1014,"(60, 320)"
1306,1306,12/10/2018,3776721,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1307,1307,12/10/2018,3776699,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
1308,1308,12/10/2018,3776698,427203,1,427203,A0306304,A03,6,"[44.25, 10.5]",A0306,"(320, 220)"
1309,1309,12/10/2018,3776688,267280,1,267280,A0809101,A08,9,"[29.25, 13.5]",A0809,"(90, 340)"
1310,1310,12/10/2018,3776688,267281,1,267281,A0901302,A09,1,"[26, 6.0]",A0901,"(380, 40)"
1311,1311,12/10/2018,3776669,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
1312,1312,12/10/2018,3776669,335349,1,335349,A1002203,A10,2,"[20.75, 6.0]",A1002,"(100, 380)"
1313,1313,12/10/2018,3776653,362944,1,362944,A0220202,A02,20,"[47.5, 21.0]",A0220,"(160, 340)"
1314,1314,12/10/2018,3776616,389088,1,389088,A0309106,A03,9,"[45.5, 13.5]",A0309,"(230, 260)"
1315,1315,12/10/2018,3776615,353790,1,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
1316,1316,12/10/2018,3776615,397512,1,397512,A1001501,A10,1,"[22.75, 6.0]",A1001,"(380, 280)"
1317,1317,12/10/2018,3776615,406455,1,406455,A0822102,A08,22,"[28.0, 22.5]",A0822,"(300, 60)"
1318,1318,12/10/2018,3776613,330863,1,330863,A1002502,A10,2,"[20.75, 6.0]",A1002,"(80, 280)"
1319,1319,12/10/2018,3776608,372411,1,372411,A0214108,A02,14,"[47.5, 16.5]",A0214,"(140, 40)"
1320,1320,12/10/2018,3776583,339815,1,339815,A1013501,A10,13,"[22.75, 16.5]",A1013,"(180, 200)"
1321,1321,12/10/2018,3776563,284126,1,284126,A0914204,A09,14,"[24, 16.5]",A0914,"(430, 100)"
1322,1322,12/10/2018,3776563,311661,2,311661,A1005303,A10,5,"[22.75, 10.5]",A1005,"(350, 260)"
1323,1323,12/10/2018,3776560,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
1324,1324,12/10/2018,3776548,265560,1,265560,A0411104,A04,11,"[42.25, 15.0]",A0411,"(260, 240)"
1325,1325,12/10/2018,3777836,277103,1,277103,A0408304,A04,8,"[41.0, 12.0]",A0408,"(380, 20)"
1326,1326,12/10/2018,3777836,344834,1,344834,A0318107,A03,18,"[44.25, 19.5]",A0318,"(320, 240)"
1327,1327,12/10/2018,3777836,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
1328,1328,12/10/2018,3777824,358958,1,358958,A0915101,A09,15,"[26, 18.0]",A0915,"(280, 80)"
1329,1329,12/10/2018,3777824,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1330,1330,12/10/2018,3777824,454434,1,454434,A0722102,A07,22,"[31.25, 22.5]",A0722,"(60, 200)"
1331,1331,12/10/2018,3777824,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
1332,1332,12/10/2018,3777805,115638,1,115638,A0304305,A03,4,"[44.25, 9.0]",A0304,"(190, 340)"
1333,1333,12/10/2018,3777805,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1334,1334,12/10/2018,3777332,362101,1,362101,A0608504,A06,8,"[34.5, 12.0]",A0608,"(410, 200)"
1335,1335,12/10/2018,3777396,448505,1,448505,A0220108,A02,20,"[47.5, 21.0]",A0220,"(400, 200)"
1336,1336,12/10/2018,3777306,404160,1,404160,A0911203,A09,11,"[26, 15.0]",A0911,"(120, 160)"
1337,1337,12/10/2018,3777307,132374,1,132374,A0616204,A06,16,"[34.5, 18.0]",A0616,"(360, 60)"
1338,1338,12/10/2018,3777307,135079,1,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
1339,1339,12/10/2018,3777307,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1340,1340,12/10/2018,3777261,358926,1,358926,A0912504,A09,12,"[24, 15.0]",A0912,"(190, 380)"
1341,1341,12/10/2018,3777252,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1342,1342,12/10/2018,3777207,353747,1,353747,A0702302,A07,2,"[31.25, 6.0]",A0702,"(70, 240)"
1343,1343,12/10/2018,3777169,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
1344,1344,12/10/2018,3776780,419201,2,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
1345,1345,12/10/2018,3776780,447663,1,447663,A1020501,A10,20,"[20.75, 21.0]",A1020,"(100, 140)"
1346,1346,12/10/2018,3776766,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1347,1347,12/10/2018,3776766,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
1348,1348,12/10/2018,3776766,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
1349,1349,12/10/2018,3776755,361208,1,361208,A0908301,A09,8,"[24, 12.0]",A0908,"(80, 200)"
1350,1350,12/10/2018,3776755,388058,1,388058,A0804501,A08,4,"[28.0, 9.0]",A0804,"(430, 160)"
1351,1351,12/10/2018,3776755,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
1352,1352,12/10/2018,3776755,444299,1,444299,A0518104,A05,18,"[37.75, 19.5]",A0518,"(100, 300)"
1353,1353,12/10/2018,3778176,260503,1,260503,A0515103,A05,15,"[39.0, 18.0]",A0515,"(340, 220)"
1354,1354,12/10/2018,3778176,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1355,1355,12/10/2018,3777991,353790,1,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
1356,1356,12/10/2018,3777991,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1357,1357,12/10/2018,3777958,452648,1,452648,A0905404,A09,5,"[26, 10.5]",A0905,"(380, 360)"
1358,1358,12/10/2018,3777925,448503,1,448503,A0212307,A02,12,"[47.5, 15.0]",A0212,"(440, 140)"
1359,1359,12/10/2018,3777049,395298,5,395298,A1104103,A11,4,"[15.25, 9.0]",A1104,"(140, 360)"
1360,1360,12/10/2018,3777049,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1361,1361,12/10/2018,3777049,441820,3,441820,A0512304,A05,12,"[37.75, 15.0]",A0512,"(230, 140)"
1362,1362,12/10/2018,3778223,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1363,1363,12/10/2018,3778221,276870,2,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
1364,1364,12/10/2018,3778211,425976,1,425976,A0302305,A03,2,"[44.25, 6.0]",A0302,"(100, 80)"
1365,1365,12/10/2018,3778190,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
1366,1366,12/10/2018,3778190,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
1367,1367,12/10/2018,3778189,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1368,1368,12/10/2018,3778189,294281,1,294281,A0401203,A04,1,"[42.25, 6.0]",A0401,"(350, 240)"
1369,1369,12/10/2018,3778189,294951,1,294951,A0917201,A09,17,"[26, 19.5]",A0917,"(270, 240)"
1370,1370,12/10/2018,3778189,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
1371,1371,12/10/2018,3778185,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
1372,1372,12/10/2018,3778185,434113,1,434113,A0407202,A04,7,"[42.25, 12.0]",A0407,"(230, 40)"
1373,1373,12/10/2018,3778165,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
1374,1374,12/10/2018,3778137,344984,1,344984,A0204406,A02,4,"[47.5, 9.0]",A0204,"(420, 240)"
1375,1375,12/10/2018,3778135,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1376,1376,12/10/2018,3778136,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
1377,1377,12/10/2018,3778134,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
1378,1378,12/10/2018,3778126,401752,1,401752,A0418504,A04,18,"[41.0, 19.5]",A0418,"(200, 360)"
1379,1379,12/10/2018,3778108,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
1380,1380,12/10/2018,3778039,442023,1,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
1381,1381,12/10/2018,3778017,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
1382,1382,12/10/2018,3778013,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
1383,1383,12/10/2018,3777995,401696,1,401696,A0422502,A04,22,"[41.0, 22.5]",A0422,"(160, 260)"
1384,1384,12/10/2018,3777992,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1385,1385,12/10/2018,3777992,349660,1,349660,A0305108,A03,5,"[45.5, 10.5]",A0305,"(440, 300)"
1386,1386,12/10/2018,3777992,354785,1,354785,A1102101,A11,2,"[15.25, 6.0]",A1102,"(160, 280)"
1387,1387,12/10/2018,3777992,387495,1,387495,A0510203,A05,10,"[37.75, 13.5]",A0510,"(140, 40)"
1388,1388,12/10/2018,3777976,206702,1,206702,A0106501,A01,6,"[50.75, 10.5]",A0106,"(380, 360)"
1389,1389,12/10/2018,3777970,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1390,1390,12/10/2018,3777970,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
1391,1391,12/10/2018,3777970,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
1392,1392,12/10/2018,3777960,81961,1,81961,A0201503,A02,1,"[48.75, 6.0]",A0201,"(90, 60)"
1393,1393,12/10/2018,3777946,373845,1,373845,A1113203,A11,13,"[19.5, 16.5]",A1113,"(120, 180)"
1394,1394,12/10/2018,3777935,267281,1,267281,A0901302,A09,1,"[26, 6.0]",A0901,"(380, 40)"
1395,1395,12/10/2018,3777927,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
1396,1396,12/10/2018,3777903,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1397,1397,12/10/2018,3777902,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1398,1398,12/10/2018,3777902,450098,1,450098,A0705203,A07,5,"[32.5, 10.5]",A0705,"(380, 100)"
1399,1399,12/10/2018,3777901,447663,1,447663,A1020501,A10,20,"[20.75, 21.0]",A1020,"(100, 140)"
1400,1400,12/10/2018,3777896,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1401,1401,12/10/2018,3777893,340307,1,340307,A0520404,A05,20,"[37.75, 21.0]",A0520,"(310, 80)"
1402,1402,12/10/2018,3777887,363506,1,363506,A0317301,A03,17,"[45.5, 19.5]",A0317,"(420, 220)"
1403,1403,12/10/2018,3777886,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1404,1404,12/10/2018,3777886,434756,1,434756,A0318502,A03,18,"[44.25, 19.5]",A0318,"(170, 100)"
1405,1405,12/10/2018,3777883,452968,1,452968,A0619101,A06,19,"[35.75, 21.0]",A0619,"(290, 380)"
1406,1406,12/10/2018,3777877,391080,1,391080,A1010104,A10,10,"[20.75, 13.5]",A1010,"(320, 260)"
1407,1407,12/10/2018,3777876,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
1408,1408,12/10/2018,3777865,452650,2,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
1409,1409,12/10/2018,3777857,308581,1,308581,A0816404,A08,16,"[28.0, 18.0]",A0816,"(260, 80)"
1410,1410,12/10/2018,3777857,405351,1,405351,A0220408,A02,20,"[47.5, 21.0]",A0220,"(350, 120)"
1411,1411,12/10/2018,3777856,253470,1,253470,A0720504,A07,20,"[31.25, 21.0]",A0720,"(60, 240)"
1412,1412,12/10/2018,3777856,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1413,1413,12/10/2018,3777853,442946,1,442946,A0309308,A03,9,"[45.5, 13.5]",A0309,"(150, 340)"
1414,1414,12/10/2018,3777850,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1415,1415,12/10/2018,3777844,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1416,1416,12/10/2018,3777835,442947,1,442947,A0321101,A03,21,"[45.5, 22.5]",A0321,"(200, 240)"
1417,1417,12/10/2018,3777832,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1418,1418,12/10/2018,3777830,325564,1,325564,A0414403,A04,14,"[41.0, 16.5]",A0414,"(330, 100)"
1419,1419,12/10/2018,3777830,325568,1,325568,A0412304,A04,12,"[41.0, 15.0]",A0412,"(120, 80)"
1420,1420,12/10/2018,3777827,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
1421,1421,12/10/2018,3777821,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1422,1422,12/10/2018,3777821,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1423,1423,12/10/2018,3777816,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
1424,1424,12/10/2018,3777814,368323,1,368323,A1113102,A11,13,"[19.5, 16.5]",A1113,"(260, 40)"
1425,1425,12/10/2018,3777813,423129,1,423129,A1012104,A10,12,"[20.75, 15.0]",A1012,"(270, 60)"
1426,1426,12/10/2018,3777812,403849,1,403849,A0308201,A03,8,"[44.25, 12.0]",A0308,"(260, 360)"
1427,1427,12/10/2018,3777812,441092,2,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
1428,1428,12/10/2018,3777806,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1429,1429,12/10/2018,3777797,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
1430,1430,12/10/2018,3777797,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1431,1431,12/10/2018,3777796,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
1432,1432,12/10/2018,3777796,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
1433,1433,12/10/2018,3777794,453965,1,453965,A1019401,A10,19,"[22.75, 21.0]",A1019,"(80, 60)"
1434,1434,12/10/2018,3777794,453966,1,453966,A1120202,A11,20,"[15.25, 21.0]",A1120,"(420, 180)"
1435,1435,12/10/2018,3777794,453967,1,453967,A1120203,A11,20,"[15.25, 21.0]",A1120,"(190, 20)"
1436,1436,12/10/2018,3777794,458561,1,458561,A1001203,A10,1,"[22.75, 6.0]",A1001,"(100, 380)"
1437,1437,12/10/2018,3777784,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
1438,1438,12/10/2018,3777788,444802,1,444802,A0307104,A03,7,"[45.5, 12.0]",A0307,"(50, 220)"
1439,1439,12/10/2018,3777776,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
1440,1440,12/10/2018,3777776,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1441,1441,12/10/2018,3777776,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
1442,1442,12/10/2018,3777771,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1443,1443,12/10/2018,3777771,460127,1,460127,A0412102,A04,12,"[41.0, 15.0]",A0412,"(330, 340)"
1444,1444,12/10/2018,3777770,442023,2,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
1445,1445,12/10/2018,3777769,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1446,1446,12/10/2018,3777769,445009,2,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
1447,1447,12/12/2018,3783234,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
1448,1448,12/12/2018,3785231,466405,2,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
1449,1449,12/12/2018,3784779,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1450,1450,12/12/2018,3784779,464707,1,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
1451,1451,12/12/2018,3784695,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
1452,1452,12/12/2018,3784688,370784,1,370784,A1014504,A10,14,"[20.75, 16.5]",A1014,"(60, 320)"
1453,1453,12/12/2018,3784576,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
1454,1454,12/12/2018,3784476,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1455,1455,12/12/2018,3784404,446856,1,446856,A0902401,A09,2,"[24, 6.0]",A0902,"(230, 340)"
1456,1456,12/12/2018,3784392,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
1457,1457,12/12/2018,3784375,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
1458,1458,12/12/2018,3784341,447663,1,447663,A1020501,A10,20,"[20.75, 21.0]",A1020,"(100, 140)"
1459,1459,12/12/2018,3784292,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1460,1460,12/12/2018,3784266,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
1461,1461,12/12/2018,3784243,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
1462,1462,12/12/2018,3784114,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
1463,1463,12/12/2018,3784116,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1464,1464,12/12/2018,3784116,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
1465,1465,12/12/2018,3784113,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
1466,1466,12/12/2018,3784098,422317,1,422317,A0109301,A01,9,"[52.0, 13.5]",A0109,"(310, 80)"
1467,1467,12/12/2018,3784098,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
1468,1468,12/12/2018,3784098,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
1469,1469,12/12/2018,3784068,264150,1,264150,A0911301,A09,11,"[26, 15.0]",A0911,"(100, 20)"
1470,1470,12/12/2018,3784068,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
1471,1471,12/12/2018,3784057,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1472,1472,12/12/2018,3784041,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
1473,1473,12/12/2018,3784042,335952,1,335952,A1011301,A10,11,"[22.75, 15.0]",A1011,"(120, 180)"
1474,1474,12/12/2018,3784033,453965,1,453965,A1019401,A10,19,"[22.75, 21.0]",A1019,"(80, 60)"
1475,1475,12/12/2018,3784033,453966,1,453966,A1120202,A11,20,"[15.25, 21.0]",A1120,"(420, 180)"
1476,1476,12/12/2018,3784033,453967,1,453967,A1120203,A11,20,"[15.25, 21.0]",A1120,"(190, 20)"
1477,1477,12/12/2018,3784033,458561,1,458561,A1001203,A10,1,"[22.75, 6.0]",A1001,"(100, 380)"
1478,1478,12/12/2018,3784031,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
1479,1479,12/12/2018,3784021,396484,1,396484,A0504302,A05,4,"[37.75, 9.0]",A0504,"(440, 380)"
1480,1480,12/12/2018,3784017,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1481,1481,12/12/2018,3784015,339781,1,339781,A0918102,A09,18,"[24, 19.5]",A0918,"(300, 260)"
1482,1482,12/12/2018,3784010,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
1483,1483,12/12/2018,3784003,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
1484,1484,12/12/2018,3784003,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
1485,1485,12/12/2018,3783971,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1486,1486,12/12/2018,3783971,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
1487,1487,12/12/2018,3783971,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
1488,1488,12/12/2018,3783956,267280,1,267280,A0809101,A08,9,"[29.25, 13.5]",A0809,"(90, 340)"
1489,1489,12/12/2018,3783956,276867,1,276867,A0913202,A09,13,"[26, 16.5]",A0913,"(400, 320)"
1490,1490,12/12/2018,3783911,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
1491,1491,12/12/2018,3783923,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1492,1492,12/12/2018,3783909,353790,1,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
1493,1493,12/12/2018,3783910,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1494,1494,12/12/2018,3783880,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
1495,1495,12/12/2018,3783847,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
1496,1496,12/12/2018,3783832,306461,1,306461,A0905101,A09,5,"[26, 10.5]",A0905,"(340, 240)"
1497,1497,12/12/2018,3783833,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
1498,1498,12/12/2018,3783785,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
1499,1499,12/12/2018,3783785,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
1500,1500,12/12/2018,3783722,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1501,1501,12/12/2018,3783755,253473,1,253473,A0722502,A07,22,"[31.25, 22.5]",A0722,"(290, 40)"
1502,1502,12/12/2018,3783675,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1503,1503,12/12/2018,3783648,115638,1,115638,A0304305,A03,4,"[44.25, 9.0]",A0304,"(190, 340)"
1504,1504,12/12/2018,3783648,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1505,1505,12/12/2018,3783648,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
1506,1506,12/12/2018,3783622,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1507,1507,12/12/2018,3783622,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
1508,1508,12/12/2018,3783627,135079,1,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
1509,1509,12/12/2018,3783627,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1510,1510,12/12/2018,3783627,402701,1,402701,A0311308,A03,11,"[45.5, 15.0]",A0311,"(210, 80)"
1511,1511,12/12/2018,3783544,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1512,1512,12/12/2018,3783585,438436,1,438436,A0413102,A04,13,"[42.25, 16.5]",A0413,"(140, 280)"
1513,1513,12/12/2018,3783541,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1514,1514,12/12/2018,3783541,398710,1,398710,A0508402,A05,8,"[37.75, 12.0]",A0508,"(420, 200)"
1515,1515,12/12/2018,3783541,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1516,1516,12/12/2018,3783500,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1517,1517,12/12/2018,3783458,281102,1,281102,A0602101,A06,2,"[34.5, 6.0]",A0602,"(50, 180)"
1518,1518,12/12/2018,3783458,281137,1,281137,A0605404,A06,5,"[35.75, 10.5]",A0605,"(70, 360)"
1519,1519,12/12/2018,3783458,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1520,1520,12/12/2018,3783409,437988,1,437988,A0508204,A05,8,"[37.75, 12.0]",A0508,"(60, 80)"
1521,1521,12/12/2018,3783292,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905,"(410, 300)"
1522,1522,12/12/2018,3783308,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
1523,1523,12/12/2018,3783279,339781,1,339781,A0918102,A09,18,"[24, 19.5]",A0918,"(300, 260)"
1524,1524,12/12/2018,3783279,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
1525,1525,12/12/2018,3783253,460124,1,460124,A0409301,A04,9,"[42.25, 13.5]",A0409,"(330, 40)"
1526,1526,12/12/2018,3785305,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
1527,1527,12/12/2018,3785305,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
1528,1528,12/12/2018,3785276,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
1529,1529,12/12/2018,3785242,170747,1,170747,A0322503,A03,22,"[44.25, 22.5]",A0322,"(250, 120)"
1530,1530,12/12/2018,3785242,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1531,1531,12/12/2018,3785242,432239,1,432239,A0322108,A03,22,"[44.25, 22.5]",A0322,"(430, 180)"
1532,1532,12/12/2018,3785242,434113,1,434113,A0407202,A04,7,"[42.25, 12.0]",A0407,"(230, 40)"
1533,1533,12/12/2018,3785211,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
