Posting No.,Document No.,Posting Date,Customer No.,Customer Name,Ship-to Name,Division Code,No.,Description,Packing Size,Qty. per Unit of Measure,UOM,Quantity,Quantity (Base)
KAINV-220501175,KASO-074755,5/25/2022,C-004152,STUFF'D VENTURE PTE LTD-Junction 8 ,STUFF'D VENTURE PTE LTD-Junction 8 ,KA,SPTP2200GM,SAPORITO TOMATO PASTE 22/24%,6 X 2.2KG,1,TIN,4,4
KAINV-220501175,KASO-074755,5/25/2022,C-004152,STUFF'D VENTURE PTE LTD-Junction 8 ,STUFF'D VENTURE PTE LTD-Junction 8 ,KA,ZZLKPS2KG,LKK PLUM SAUCE,6 X 2.31KG,1,TIN,4,4
KAINV-220501175,KASO-074755,5/25/2022,C-004152,STUFF'D VENTURE PTE LTD-Junction 8 ,STUFF'D VENTURE PTE LTD-Junction 8 ,KA,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,2,2
KAINV-220501176,KASO-074756,5/25/2022,C-002279,SALADSTOP PTE LTD,SALAD STOP - NOVENA SQUARE,KA,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,4,4
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZKICS205GM,KNORR INSTANT CHEESE SAUCE MIX,24 X 205GM,24,CTN,3,72
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,2,2
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,6,6
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,YWWBC1KG,YOWE WHITE BREAD CRUMBS,10 X 1KG,1,PKT,1,1
KAINV-220501167,KASO-074745,5/25/2022,C-2002046,HOONG YING ENTERPISE PTE LTD - SUNTEC CITY MALL,ISTEAKS @ SUNTEC CITY MALL,KA,ZZFRU5KG,"THAI FRAGRANCE RICE ""UMBRELLA""",4 X 5KG,1,BAG,2,2
KAINV-220501167,KASO-074745,5/25/2022,C-2002046,HOONG YING ENTERPISE PTE LTD - SUNTEC CITY MALL,ISTEAKS @ SUNTEC CITY MALL,KA,ZZKICS205GM,KNORR INSTANT CHEESE SAUCE MIX,24 X 205GM,24,CTN,1,24
KAINV-220501164,KASO-074746,5/25/2022,C-004500,PAPPAMIA GROUP PTE LTD-COLONIAL CLUB PARAGON,COLONIAL CLUB SINGAPORE - PARAGON,KA,ZZUC500ML,UFC COCONUT WATER,12 X 500ML,12,CTN,1,12
KAINV-220501168,KASO-074748,5/25/2022,C-002787,THE NATIONAL UNIVERSITY OF SINGAPORE SOCIETY (NUSS,NUSS - KENT RIDGE GUILD HOUSE,HC,ZZEMF397GM,"F&N EVAPORATED CREAMER 6% ""Ice Kacang Logo""",48 X 400GM,1,TIN,278,278
KAINV-220501169,KASO-074749,5/25/2022,C-2102005,EIGHTEEN CHEFS PTE LTD - CLEMENTI MALL,EIGHTEEN CHEFS PTE LTD - CLEMENTI MALL,KA,YOWETSCKA10,"YOWE SWEET CORN KERNEL ""T"" ",6 X 2950GM,1,TIN,10,10
KAINV-220501169,KASO-074749,5/25/2022,C-2102005,EIGHTEEN CHEFS PTE LTD - CLEMENTI MALL,EIGHTEEN CHEFS PTE LTD - CLEMENTI MALL,KA,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,6,6
KAINV-220501170,KASO-074750,5/25/2022,C-000685,EIGHTEEN CHEFS PTE LTD - AMK HUB,EIGHTEEN CHEFS PTE LTD - AMK HUB,KA,ZZOAV1KG,AJINOMOTO VECHIEN - ORIGINAL (MSG),20 X 1KG,1,PKT,6,6
KAINV-220501170,KASO-074750,5/25/2022,C-000685,EIGHTEEN CHEFS PTE LTD - AMK HUB,EIGHTEEN CHEFS PTE LTD - AMK HUB,KA,YWMS2840GM,YOWE MUSHROOM PIECES & STEMS,6 X 2.84KG,1,TIN,6,6
KAINV-220501171,KASO-074751,5/25/2022,C-002172,RIVERVIEW TANDOOR PTE LTD-ROYAL PALM @ OCC,ROYAL PALM @ OCC,KA,SPTP2200GM,SAPORITO TOMATO PASTE 22/24%,6 X 2.2KG,6,CTN,1,6
KAINV-220501172,KASO-074752,5/25/2022,C-002279,SALADSTOP PTE LTD,SALADSTOP! CK TANG,KA,FGSLBO3KG,FIGARO SLICED BLACK OLIVES,6 X 3KG,1,TIN,3,3
KAINV-220501173,KASO-074753,5/25/2022,C-000059,ALEXANDRA HOSPITAL,ALEXANDRA HOSPITAL,KA,ZZBKP125GM,BABAS KURMA POWDER,80 x 125GM,1,PKT,10,10
KAINV-220501173,KASO-074753,5/25/2022,C-000059,ALEXANDRA HOSPITAL,ALEXANDRA HOSPITAL,KA,LTYLTB100ECS2G,"LIPTON YELLOW LABEL TEABAGS ""Halal""",36 X 100'S X 2GM,1,BOX,36,36
KAINV-220501174,KASO-074754,5/25/2022,C-002279,SALADSTOP PTE LTD,SALAD STOP - NOVENA SQUARE,KA,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,5,5
KAINV-220501175,KASO-074755,5/25/2022,C-004152,STUFF'D VENTURE PTE LTD-Junction 8 ,STUFF'D VENTURE PTE LTD-Junction 8 ,KA,SSMACA500GM,SAPORRINI MACARONI RIGATI (BIG ELBOW),20 X 500GM,1,PKT,16,16
KAINV-220501175,KASO-074755,5/25/2022,C-004152,STUFF'D VENTURE PTE LTD-Junction 8 ,STUFF'D VENTURE PTE LTD-Junction 8 ,KA,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,2,2
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZBFCLD3LTR,BEST FOOD COLESLAW DRESSING,4 X 3LTR,1,TUB,6,6
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZRCW750ML,SAPORITO RED COOKING WINE,6 X 750ML,1,BTL,3,3
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZSGMTG12PCS,GOOD MORNING TOWELS - 96,12PCS / PKT,1,PKT,1,1
KAINV-220501128,KASO-074721,5/25/2022,C-002456,SINGAPORE CRICKET CLUB,SINGAPORE CRICKET CLUB,HC,FGCIV100GM,FIGARO CAPERS IN VINEGAR (DUE 240GM OOS),12 X 100GM,1,BTL,5,5
KAINV-220501145,KASO-074725,5/25/2022,C-002613,STUFF'D VENTURES PTE LTD - SUN PLAZA,STUFF'D PTE LTD - SUN PLAZA,KA,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,5,5
KAINV-220501148,KASO-074728,5/25/2022,C-002608,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,KA,SSMACA500GM,SAPORRINI MACARONI RIGATI (BIG ELBOW),20 X 500GM,1,PKT,8,8
KAINV-220501148,KASO-074728,5/25/2022,C-002608,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,KA,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,3,3
KAINV-220501148,KASO-074728,5/25/2022,C-002608,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,KA,ZZGN250GM,YOWE GLASS NOODLES - TANG HOON,20 X 250GM,1,PKT,2,2
KAINV-220501151,KASO-074731,5/25/2022,C-002633,STUFF'D VENTURES PTE LTD-CLEMENTI MALL,STUFF'D VENTURES PTE LTD-CLEMENTI MALL,KA,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,6,6
KAINV-220501152,KASO-074732,5/25/2022,C-000152,ASTON FOOD & BEVERAGE SPECIALITIES PL - ANDES,ANDES - DOWNTOWN EAST,KA,YWPOOB5LTR,YOWE POMACE OLIVE OIL,4 X 5 LTR,1,TIN,1,1
KAINV-220501154,KASO-074734,5/25/2022,C-2111027,FOODEX FOOD SERVICES PTE LTD,FOODEX KITCHEN (Halal Premise),KA,YWPOOB5LTR,YOWE POMACE OLIVE OIL,4 X 5 LTR,4,CTN,3,12
KAINV-220501157,KASO-074737,5/25/2022,C-004782,STUFF'D VENTURES PTE LTD - NOVENA SQUARE,STUFF'D VENTURES PTE LTD - NOVENA SQUARE,KA,ZZGN250GM,YOWE GLASS NOODLES - TANG HOON,20 X 250GM,1,PKT,4,4
KAINV-220501157,KASO-074737,5/25/2022,C-004782,STUFF'D VENTURES PTE LTD - NOVENA SQUARE,STUFF'D VENTURES PTE LTD - NOVENA SQUARE,KA,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,2,2
KAINV-220501158,KASO-074738,5/25/2022,C-001274,JRS FOOD SYSTEMS PTE LTD,JAVIER'S ROTISSERIE & SALAD BAR,KA,ZZQR500GM,WHITE QUINOA SEEDS,25 x 500GM,1,PKT,5,5
KAINV-220501158,KASO-074738,5/25/2022,C-001274,JRS FOOD SYSTEMS PTE LTD,JAVIER'S ROTISSERIE & SALAD BAR,KA,FGPBO400GM,FIGARO PITTED BLACK OLIVES,24 X 400GM,1,BTL,24,24
KAINV-220501158,KASO-074738,5/25/2022,C-001274,JRS FOOD SYSTEMS PTE LTD,JAVIER'S ROTISSERIE & SALAD BAR,KA,ATBALV500ML,SAPORITO BALSAMIC VINEGAR,12 X 500ML,1,BTL,3,3
KAINV-220501158,KASO-074738,5/25/2022,C-001274,JRS FOOD SYSTEMS PTE LTD,JAVIER'S ROTISSERIE & SALAD BAR,KA,ZZJKRS6LTR,KEWPIE DRESSING ROASTED SESAME,6 X 1 LTR,1,BTL,10,10
KAINV-220501178,KASO-074741,5/25/2022,C-004583,EAT WIDE AWAKE PTE LTD ,EAT WIDE AWAKE PTE LTD ,KA,RMDJM850ML,REMIA DIJON MUSTARD ,6 X 850GM,1,BTL,6,6
KAINV-220501178,KASO-074741,5/25/2022,C-004583,EAT WIDE AWAKE PTE LTD ,EAT WIDE AWAKE PTE LTD ,KA,ZZRF600GM,ELEPHANT BALL RICE FLOUR,16 X 600GM,1,PKT,4,4
KAINV-220501177,KASO-074744,5/25/2022,C-000381,"CAPRI BY FRASER CHANGI CITY, SINGAPORE","CAPRI BY FRASER CHANGI CITY, SINGAPORE",HC,ZZPY1KG,CHILL MARIGOLD PLAIN YOGHURT NON FAT,12 X 1KG,1,TUB,30,30
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,ZZCHPS825GM,POMELO IN SYRUP,24 X 825GM,1,CAN,4,4
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,HPSTKS9OZ,HP SAUCE,12 X 9OZ,1,BTL,3,3
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,A1STKS240ML,A1 SAUCE,24 X 240ML,1,BTL,3,3
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,LPWORS290ML,LEA & PERRINS WORCESTERSHIRE SAUCE,12 X 290ML,1,BTL,3,3
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,2,2
KAINV-220501111,KASO-074709,5/24/2022,C-2012119,ASTON FOOD & BEVERAGE SPECIALITIES PL-EAST TREASUR,EAST TREASURE - WOODS SQUARE,KA,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,6,6
KAINV-220501123,KASO-074710,5/24/2022,C-2104016,HSG PTE LTD - JEM,ISTEAK DINNER @ JEM,KA,ZZMJ200GM,"MINT JELLY ROYAL""""",6 X 215GM,1,BTL,12,12
KAINV-220501120,KASO-074714,5/25/2022,C-001547,MARINA BAY HOTEL PRIVATE LIMITED,MANDARIN ORIENTAL SINGAPORE,HC,ZZDGS1KG,DANG GUI SLICED,25 x 1KG,1,PKT,4,4
KAINV-220501131,KASO-074724,5/25/2022,C-002626,STUFF'D VENTURES PTE LTD - PAYA LEBAR,STUFF'D VENTURES PTE LTD - PAYA LEBAR,KA,ZZBR5KG,"BASMATI RICE ""MALIKA"" ""PKT"" (DUE AASHMA OOS)",4 x 5KG,1,BAG,3,3
KAINV-220501131,KASO-074724,5/25/2022,C-002626,STUFF'D VENTURES PTE LTD - PAYA LEBAR,STUFF'D VENTURES PTE LTD - PAYA LEBAR,KA,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,3,3
KAINV-220501131,KASO-074724,5/25/2022,C-002626,STUFF'D VENTURES PTE LTD - PAYA LEBAR,STUFF'D VENTURES PTE LTD - PAYA LEBAR,KA,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,3,3
KAINV-220501145,KASO-074725,5/25/2022,C-002613,STUFF'D VENTURES PTE LTD - SUN PLAZA,STUFF'D PTE LTD - SUN PLAZA,KA,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,6,6
KAINV-220501145,KASO-074725,5/25/2022,C-002613,STUFF'D VENTURES PTE LTD - SUN PLAZA,STUFF'D PTE LTD - SUN PLAZA,KA,SSMACA500GM,SAPORRINI MACARONI RIGATI (BIG ELBOW),20 X 500GM,1,PKT,6,6
KAINV-220501145,KASO-074725,5/25/2022,C-002613,STUFF'D VENTURES PTE LTD - SUN PLAZA,STUFF'D PTE LTD - SUN PLAZA,KA,ZZTS350GM,SAPORITO TAHINI SAUCE - sesame paste,12 X 300GM,1,BTL,1,1
KAINV-220501145,KASO-074725,5/25/2022,C-002613,STUFF'D VENTURES PTE LTD - SUN PLAZA,STUFF'D PTE LTD - SUN PLAZA,KA,ZZBR5KG,"BASMATI RICE ""MALIKA"" ""PKT"" (DUE AASHMA OOS)",4 x 5KG,1,BAG,2,2
KAINV-220501146,KASO-074726,5/25/2022,C-000171,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - EUNO,Astons @ Singpost,KA,SPBBTS2700GM,SAPORITO BAKED BEANS IN TOMATO SAUCE ,6 X 2.650KG,1,TIN,10,10
KAINV-220501148,KASO-074728,5/25/2022,C-002608,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,STUFF'D VENTURES PTE LTD - BUGIS JUNCTION,KA,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,1,1
SHINV-220501657,SHSO-140664,5/24/2022,C-002512,SINWA (SINGAPORE) PTE LTD,SINWA (SINGAPORE) PTE LTD,SH,SPSARIVO125GM,SAPORITO SARDINE IN SOYA BEAN OIL,50 X 125GM,1,TIN,12,12
SHINV-220501657,SHSO-140664,5/24/2022,C-002512,SINWA (SINGAPORE) PTE LTD,SINWA (SINGAPORE) PTE LTD,SH,DZSPP1KG,SAPORITO SWEET PAPRIKA 120 ASTA POWDER,12 X 1KG,1,PKT,1,1
SHINV-220501701,SHSO-140670,5/24/2022,C-002163,RICHSHORE MARINE SUPPLIES PTE LTD,RICHSHORE MARINE SUPPLIES PTE LTD,SH,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,20,20
SHINV-220501701,SHSO-140670,5/24/2022,C-002163,RICHSHORE MARINE SUPPLIES PTE LTD,RICHSHORE MARINE SUPPLIES PTE LTD,SH,AGBBQS18OZ,SAPORITO BBQ SAUCE,12 X 500ml,1,BTL,24,24
SHINV-220501706,SHSO-140673,5/24/2022,C-002159,RIC MARINE & OFFSHORE SUPPLIES PTE LTD,RIC MARINE & OFFSHORE SUPPLIES PTE LTD,SH,ZZIS500GM,YOWE ICING SUGAR - LC,40 X 500GM,1,PKT,10,10
SHINV-220501666,SHSO-140674,5/24/2022,C-001751,NOBU MARINE PTE LTD,NOBU MARINE PTE LTD,SH,LTYLTB100ECS2G,"LIPTON YELLOW LABEL TEABAGS ""Halal""",36 X 100'S X 2GM,1,BOX,2,2
SHINV-220501666,SHSO-140674,5/24/2022,C-001751,NOBU MARINE PTE LTD,NOBU MARINE PTE LTD,SH,ZZPB340GM,YOWE PEANUT BUTTER CREAMY ,12 X 340GM,1,BTL,3,3
SHINV-220501666,SHSO-140674,5/24/2022,C-001751,NOBU MARINE PTE LTD,NOBU MARINE PTE LTD,SH,YWBRPUP1KG,YOWE RAW PEANUTS UNPEELED,20 x 1KG,1,PKT,5,5
SHINV-220501668,SHSO-140676,5/24/2022,C-002512,SINWA (SINGAPORE) PTE LTD,SINWA (SINGAPORE) PTE LTD,SH,DZORESH500GM,SAPORITO OREGANO LEAVES SHREDDED,12 X 500GM,1,PKT,1,1
SHINV-220501669,SHSO-140677,5/24/2022,C-000722,ETA SHIPPING SERVICES PTE LTD,ETA SHIPPING SERVICES PTE LTD,SH,SPCS340GM,SAPORITO CHILLI SAUCE,24 X 320gm,1,BTL,24,24
SHINV-220501670,SHSO-140678,5/24/2022,C-001315,K.CHAN SHIPCHANDLERS,K.CHAN SHIPCHANDLERS (B4 3pm),SH,ZZO2DDW1500ML,ONE 2 DRINK DRINKING WATER,12 X 1.5LTR,1,CTN,150,150
SHINV-220501670,SHSO-140678,5/24/2022,C-001315,K.CHAN SHIPCHANDLERS,K.CHAN SHIPCHANDLERS (B4 3pm),SH,ZZO2DDW1500ML,ONE 2 DRINK DRINKING WATER,12 X 1.5LTR,1,CTN,36,36
SHINV-220501670,SHSO-140678,5/24/2022,C-001315,K.CHAN SHIPCHANDLERS,K.CHAN SHIPCHANDLERS (B4 3pm),SH,ZZO2DDW500ML,ONE 2 DRINK DRINKING WATER,24 X 500ML,1,CTN,5,5
SHINV-220501672,SHSO-140682,5/24/2022,C-002159,RIC MARINE & OFFSHORE SUPPLIES PTE LTD,RIC MARINE & OFFSHORE SUPPLIES PTE LTD,SH,ZZPB340GM,YOWE PEANUT BUTTER CREAMY ,12 X 340GM,1,BTL,1200,1200
SHINV-220501675,SHSO-140686,5/24/2022,C-002308,SCOTTY MARINE SUPPLIES PTE LTD,SCOTTY MARINE SUPPLIES PTE LTD,SH,VFCUPNB60GM,"YOWE INSTANT CUP NOODLES - BEEF ""in ctn""",24 X 60GM,24,CTN,2,48
SHINV-220501675,SHSO-140686,5/24/2022,C-002308,SCOTTY MARINE SUPPLIES PTE LTD,SCOTTY MARINE SUPPLIES PTE LTD,SH,EMPINJ450GM,SAPORITO PINEAPPLE JAM,12 X 450GM,1,BTL,6,6
SHINV-220501675,SHSO-140686,5/24/2022,C-002308,SCOTTY MARINE SUPPLIES PTE LTD,SCOTTY MARINE SUPPLIES PTE LTD,SH,SPSTRJ450GM,SAPORITO STRAWBERRY JAM,12 X 450GM,1,BTL,6,6
SHINV-220501675,SHSO-140686,5/24/2022,C-002308,SCOTTY MARINE SUPPLIES PTE LTD,SCOTTY MARINE SUPPLIES PTE LTD,SH,VFBFIN60GM,YOWE INSTANT PACKET NOODLE - BEEF (CTN),30 X 60GM,1,CTN,3,3
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZKNCGM1KG,KNORR CHICKEN GRAVY MIX,6 X 1KG,1,TUB,8,8
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZKNDGBSM1KG,KNORR DEMI GLACE BROWN SAUCE MIX,6 X 1KG,1,TUB,6,6
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZMJ200GM,"MINT JELLY ROYAL""""",6 X 215GM,1,BTL,12,12
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,SPPOO5LTR,SAPORITO POMACE OLIVE OIL - in tin,4 X 5LTR,1,BTL,8,8
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,DZRSMS1KG,ROASTED SESAME SEED YS-15,10 x 1KG,1,PKT,1,1
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,SPTP2200GM,SAPORITO TOMATO PASTE 22/24%,6 X 2.2KG,1,TIN,1,1
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZHZYM2300GM,HEINZ YELLOW MUSTARD,6 X 2.95KG,1,BTL,1,1
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,YWMS425GM,YOWE MUSHROOM PIECES & STEMS,24 X 425GM,1,TIN,4,4
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,DZWSMS500GM,"YOWE WHITE SESAME SEED ""LC""",40 x 500GM,1,PKT,2,2
KAINV-220501185,KASO-074763,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,ZZSM390GM,F&N SWEETENED DAIRY CREAMER,48 X 390GM,1,TIN,4,4
RTINV-220500059,RTSO-002007,5/24/2022,C-002773,THE GROCER'S,THE GROCER'S,RETAIL,RMSCD250ML,REMIA SALAD CREAM DRESSING,6 X 250ML,1,BTL,3,3
RTINV-220500059,RTSO-002007,5/24/2022,C-002773,THE GROCER'S,THE GROCER'S,RETAIL,AGMWPCB297GM,SAPORITO MICROWAVE POPCORN BUTTER,12 X 9.6OZ,1,BOX,3,3
RTINV-220500059,RTSO-002007,5/24/2022,C-002773,THE GROCER'S,THE GROCER'S,RETAIL,AGMWPCC297GM,SAPORITO MICROWAVE POPCORN CHEESE,12 X 9.6OZ,1,BOX,3,3
RTINV-220500060,RTSO-002009,5/25/2022,C-000496,CMM MARKETING MANAGEMENT PTE LTD,CMM MARKETING MANAGEMENT PTE LTD,RETAIL,FGPGO340GM,FIGARO PITTED GREEN OLIVES,12 X 340GM,12,CTN,7,84
RTINV-220500060,RTSO-002009,5/25/2022,C-000496,CMM MARKETING MANAGEMENT PTE LTD,CMM MARKETING MANAGEMENT PTE LTD,RETAIL,FGSTGO340GM,FIGARO STUFFED GREEN OLIVES,12 X 340GM,12,CTN,2,24
RTINV-220500063,RTSO-002011,5/24/2022,C-002066,PRIME SUPERMARKET (1996) PTE LTD - TAMPINES 823,TAMPINES 823 (TP 823),RETAIL,SAPCP400GM,SAPORITO CHICK PEAS ,12 X 400GM,1,TIN,24,24
RTINV-220500063,RTSO-002011,5/24/2022,C-002066,PRIME SUPERMARKET (1996) PTE LTD - TAMPINES 823,TAMPINES 823 (TP 823),RETAIL,SAPRKB400GM,SAPORITO RED KIDNEY BEAN,12 X 400GM,1,TIN,24,24
RTINV-220500071,RTSO-002018,5/24/2022,C-2011018,S COMMERCE PRIVATE LIMITED - SHOPPEE,S COMMERCE PRIVATE LIMITED - SHOPEE,RETAIL,FGPGO340GM,FIGARO PITTED GREEN OLIVES,12 X 340GM,1,BTL,1,1
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZBFTARS3LTR,BEST FOOD TARTAR SAUCE,4 X 3LTR,1,TUB,1,1
KAINV-220501182,KASO-074759,5/25/2022,C-001077,HOONG YING ENTERPRISE PTE LTD,I-STEAK DINER - STAR VISTA,KA,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,6,6
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,ZZKCMB1LTR,"KARA COCONUT CREAM ""BLUE"" 100049029",12 X 1LTR,1,PKT,1,1
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,YWLIS567GM,LONGAN IN SYRUP,12 X 565GM,1,TIN,2,2
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,NTNC3IN119GM,"NESCAFE 3 IN 1 - original ""NEW PACKING""",18 X 50'S X 19GM,1,PKT,1,1
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,ZZNFBL3400ML,YOWELL BLEACH,4 X 3.8LTR,1,TUB,3,3
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,ZZNFNBGPFL,YOWELL BLUE NITRILE GLOVE - POWDER FREE 'L',10 X 100'S,1,BOX,3,3
KAINV-220501184,KASO-074762,5/25/2022,C-000574,D&N SINGAPORE PTE LTD - HOSHINO CAPITOL,HOSHINO COFFEE @ CAPITOL PIAZZA,KA,ZZSCIS565GM,ZZ SEA COCONUT IN HONEY SYRUP,12 X 565GM,1,TIN,2,2
RTINV-220500060,RTSO-002009,5/25/2022,C-000496,CMM MARKETING MANAGEMENT PTE LTD,CMM MARKETING MANAGEMENT PTE LTD,RETAIL,FGPBO345GM,FIGARO PITTED BLACK OLIVES,12 X 340GM,12,CTN,6,72
RTINV-220500064,RTSO-002010,5/24/2022,C-004592,ONE SUPERMARKET PTE LTD,ONE SUPERMARKET PTE LTD ,RETAIL,RMCAED250ML,REMIA CAESAR DRESSING,6 X 250ML,1,BTL,6,6
RTINV-220500063,RTSO-002011,5/24/2022,C-002066,PRIME SUPERMARKET (1996) PTE LTD - TAMPINES 823,TAMPINES 823 (TP 823),RETAIL,AGMWPCB297GM,SAPORITO MICROWAVE POPCORN BUTTER,12 X 9.6OZ,1,BOX,12,12
RTINV-220500062,RTSO-002012,5/24/2022,C-005064,PRIME SUPERMARKET (1996) PTE LTD - CENTURY SQUARE,PRIME SUPERMARKET (1996) PTE LTD - CENTURY SQUARE,RETAIL,FGSTGO340GM,FIGARO STUFFED GREEN OLIVES,12 X 340GM,1,BTL,12,12
